	sent_idx	word_idx	token	freq	surp
117	6	7	the	0.0537	6.5230146767175246
118	6	8	dog	0.000126	7.082776902539834
119	6	9	caught	7.94e-05	8.307746234701453
120	6	10	for	0.0102	9.610839108639226
121	6	11	his	0.00324	5.796761043101539
122	6	12	neighbors	1.74e-05	12.07177512850955
123	6	13	yesterday	8.13e-05	9.208076917065945
124	6	14	.	0.0	8.329966105246339
125	7	0	My	0.00372	0.0
126	7	1	neighbor	1.29e-05	13.004512738028776
127	7	2	told	0.000347	5.637587121322418
128	7	3	me	0.00302	0.10710852536806165
129	7	4	that	0.0102	1.9126473937236053
130	7	5	with	0.00708	10.069113355389803
131	7	6	skill	2.63e-05	15.978787017770314
132	7	7	the	0.0537	6.2695044675081295
133	7	8	dog	0.000126	7.217323263053409
134	7	9	caught	7.94e-05	11.438755063203908
135	7	10	for	0.0102	11.053150824216601
136	7	11	his	0.00324	6.981747345706754
137	7	12	neighbors	1.74e-05	10.910163553966658
138	7	13	yesterday	8.13e-05	11.067984444801327
139	7	14	.	0.0	9.4892043281278
140	8	0	I	0.0123	0.0
141	8	1	know	0.00126	6.479259162376662
142	8	2	what	0.0024	4.710602455198243
143	8	3	with	0.00708	14.192929811032313
144	8	4	passion	2.75e-05	14.601698347237438
145	8	5	the	0.0537	8.651291293655959
146	8	6	committee	0.000102	13.447707560220888
147	8	7	delivered	4.17e-05	13.850032759495686
148	8	8	the	0.0537	3.394492788361097
149	8	9	report	0.000209	3.646723117301261
150	8	10	to	0.0269	3.517968072297962
151	8	11	the	0.0537	0.8372179315560239
152	8	12	president	0.000282	4.618407543414479
153	8	13	by	0.00457	7.927678946469025
154	8	14	the	0.0537	2.1270755813686204
155	8	15	deadline	1.32e-05	4.7845559999447955
156	8	16	.	0.0	9.006089928346402
157	9	0	I	0.0123	0.0
158	9	1	know	0.00126	6.479259162376662
159	9	2	that	0.0102	2.822054052333537
160	9	3	with	0.00708	8.65161033044857
161	9	4	passion	2.75e-05	11.17931558846205
162	9	5	the	0.0537	8.173712792408908
163	9	6	committee	0.000102	14.876816353743582
164	9	7	delivered	4.17e-05	14.176433046111114
165	9	8	the	0.0537	3.5259725321130517
166	9	9	report	0.000209	4.444001433186037
167	9	10	to	0.0269	3.909321553532972
168	9	11	the	0.0537	0.8510307036378756
169	9	12	president	0.000282	5.362163139839353
170	9	13	by	0.00457	6.549547493725218
171	9	14	the	0.0537	1.659213492531914
172	9	15	deadline	1.32e-05	2.5893999918241306
173	9	16	.	0.0	10.799151071770806
174	10	0	I	0.0123	0.0
175	10	1	know	0.00126	6.479259162376662
176	10	2	what	0.0024	4.710602455198243
177	10	3	with	0.00708	14.192929811032313
178	10	4	passion	2.75e-05	14.601698347237438
179	10	5	the	0.0537	8.651291293655959
180	10	6	committee	0.000102	13.447707560220888
181	10	7	delivered	4.17e-05	13.850032759495686
182	10	8	to	0.0269	3.7818610279266713
183	10	9	the	0.0537	1.5632743538653298
184	10	10	president	0.000282	6.934519438192832
185	10	11	by	0.00457	8.165987333800285
186	10	12	the	0.0537	2.4912253538217195
187	10	13	deadline	1.32e-05	7.344686943593172
188	10	14	.	0.0	9.864005521777216
189	11	0	I	0.0123	0.0
190	11	1	know	0.00126	6.479259162376662
191	11	2	that	0.0102	2.822054052333537
192	11	3	with	0.00708	8.65161033044857
193	11	4	passion	2.75e-05	11.17931558846205
194	11	5	the	0.0537	8.173712792408908
195	11	6	committee	0.000102	14.876816353743582
196	11	7	delivered	4.17e-05	14.176433046111114
197	11	8	to	0.0269	5.9651322066565715
198	11	9	the	0.0537	1.809543361956419
199	11	10	president	0.000282	7.12433612877796
200	11	11	by	0.00457	7.752649015168962
201	11	12	the	0.0537	1.7622915597787228
202	11	13	deadline	1.32e-05	4.850461894226391
203	11	14	.	0.0	10.935758685696396
204	12	0	You	0.00955	0.0
205	12	1	remember	0.00024	10.11168417896369
206	12	2	what	0.0024	4.423463524592882
207	12	3	without	0.00049	19.05772748755377
208	12	4	thinking	0.000174	6.323932525625123
209	12	5	the	0.0537	7.456013345642715
210	12	6	businessman	8.91e-06	17.671888669170237
211	12	7	showed	7.24e-05	10.659975528081144
212	12	8	the	0.0537	3.400846265509737
213	12	9	presentation	2.04e-05	14.393382544332303
214	12	10	to	0.0269	3.6941070579713386
215	12	11	the	0.0537	1.3971642171876426
216	12	12	visitors	3.09e-05	9.74010462300868
217	12	13	after	0.00129	8.383509486904616
218	12	14	lunch	4.57e-05	6.122337537801532
219	12	15	.	0.0	10.53699694234338
220	13	0	You	0.00955	0.0
221	13	1	remember	0.00024	10.11168417896369
222	13	2	that	0.0102	2.657777586064614
223	13	3	without	0.00049	13.639990854566834
224	13	4	thinking	0.000174	7.510841091476559
225	13	5	the	0.0537	9.056615586288663
226	13	6	businessman	8.91e-06	18.129474645598695
227	13	7	showed	7.24e-05	10.72422814231555
228	13	8	the	0.0537	3.4954296243519076
229	13	9	presentation	2.04e-05	13.951141662725277
230	13	10	to	0.0269	3.67224289066524
231	13	11	the	0.0537	1.5088260662993807
232	13	12	visitors	3.09e-05	10.03075050858953
233	13	13	after	0.00129	8.211806011591673
234	13	14	lunch	4.57e-05	5.510792283403756
235	13	15	.	0.0	10.853063147814533
236	14	0	You	0.00955	0.0
237	14	1	remember	0.00024	10.11168417896369
238	14	2	what	0.0024	4.423463524592882
239	14	3	without	0.00049	19.05772748755377
240	14	4	thinking	0.000174	6.323932525625123
241	14	5	the	0.0537	7.456013345642715
242	14	6	businessman	8.91e-06	17.671888669170237
243	14	7	showed	7.24e-05	10.659975528081144
244	14	8	to	0.0269	4.212373286683516
245	14	9	the	0.0537	1.4914896057347513
246	14	10	visitors	3.09e-05	10.20065236335736
247	14	11	after	0.00129	7.8744902002767985
248	14	12	lunch	4.57e-05	7.366910667225426
249	14	13	.	0.0	10.296561060738858
250	15	0	You	0.00955	0.0
251	15	1	remember	0.00024	10.11168417896369
252	15	2	that	0.0102	2.657777586064614
253	15	3	without	0.00049	13.639990854566834
254	15	4	thinking	0.000174	7.510841091476559
255	15	5	the	0.0537	9.056615586288663
256	15	6	businessman	8.91e-06	18.129474645598695
257	15	7	showed	7.24e-05	10.72422814231555
258	15	8	to	0.0269	7.953594190431955
259	15	9	the	0.0537	1.9114925299859826
260	15	10	visitors	3.09e-05	10.519518671887173
261	15	11	after	0.00129	11.154677359203218
262	15	12	lunch	4.57e-05	6.6513367017366365
263	15	13	.	0.0	10.911017066686904
264	16	0	She	0.00182	0.0
265	16	1	told	0.000347	8.02477913469188
266	16	2	me	0.00302	1.157545106912904
267	16	3	what	0.0024	6.945946059043233
268	16	4	secretly	1.02e-05	21.307580805116043
269	16	5	the	0.0537	7.2483093600823905
270	16	6	star	0.000155	11.936776924474183
271	16	7	student	0.000105	12.438582454712884
272	16	8	stole	1.62e-05	12.609591620678273
273	16	9	answers	3.98e-05	8.327079001505641
274	16	10	to	0.0269	4.203514340617874
275	16	11	the	0.0537	1.6787838137343882
276	16	12	test	0.000155	1.5242827702767596
277	16	13	from	0.00427	2.2870021546964505
278	16	14	the	0.0537	1.4158810341003016
279	16	15	teacher	7.59e-05	2.8081954095749504
280	16	16	last	0.000724	10.561909586837917
281	16	17	year	0.000912	1.4467350413182025
282	16	18	.	0.0	9.747893609315117
283	17	0	She	0.00182	0.0
284	17	1	told	0.000347	8.02477913469188
285	17	2	me	0.00302	1.157545106912904
286	17	3	that	0.0102	1.7333624173716768
287	17	4	secretly	1.02e-05	18.454964783013857
288	17	5	the	0.0537	5.828701778458678
289	17	6	star	0.000155	12.553311688175617
290	17	7	student	0.000105	11.3657410890608
291	17	8	stole	1.62e-05	12.330420757676476
292	17	9	answers	3.98e-05	5.936644420613285
293	17	10	to	0.0269	3.8338951621232553
294	17	11	the	0.0537	1.5132140692329819
295	17	12	test	0.000155	1.9695342428554157
296	17	13	from	0.00427	1.7921399430682208
297	17	14	the	0.0537	1.4406241932463062
298	17	15	teacher	7.59e-05	2.6831968618874376
299	17	16	last	0.000724	11.252339674970921
300	17	17	year	0.000912	0.8329668978327294
301	17	18	.	0.0	10.912105041185288
302	18	0	She	0.00182	0.0
303	18	1	told	0.000347	8.02477913469188
304	18	2	me	0.00302	1.157545106912904
305	18	3	what	0.0024	6.945946059043233
306	18	4	secretly	1.02e-05	21.307580805116043
307	18	5	the	0.0537	7.2483093600823905
308	18	6	star	0.000155	11.936776924474183
309	18	7	student	0.000105	12.438582454712884
310	18	8	stole	1.62e-05	12.609591620678273
311	18	9	from	0.00427	2.4870229348397177
312	18	10	the	0.0537	2.037662961763941
313	18	11	teacher	7.59e-05	2.7992583615597546
314	18	12	last	0.000724	9.944958743126467
315	18	13	year	0.000912	1.4879984009150857
316	18	14	.	0.0	9.82675504652298
317	19	0	She	0.00182	0.0
318	19	1	told	0.000347	8.02477913469188
319	19	2	me	0.00302	1.157545106912904
320	19	3	that	0.0102	1.7333624173716768
321	19	4	secretly	1.02e-05	18.454964783013857
322	19	5	the	0.0537	5.828701778458678
323	19	6	star	0.000155	12.553311688175617
324	19	7	student	0.000105	11.3657410890608
325	19	8	stole	1.62e-05	12.330420757676476
326	19	9	from	0.00427	4.85346876856208
327	19	10	the	0.0537	1.6003262240857026
328	19	11	teacher	7.59e-05	5.036220537708018
329	19	12	last	0.000724	11.818760979977611
330	19	13	year	0.000912	0.8268374107956943
331	19	14	.	0.0	10.994469333635553
332	20	0	She	0.00182	0.0
333	20	1	knows	0.000117	8.836239318926532
334	20	2	what	0.0024	3.6254992111082673
335	20	3	with	0.00708	15.67441702297315
336	20	4	skill	2.63e-05	14.830600367438809
337	20	5	the	0.0537	6.967526760280138
338	20	6	collector	8.13e-06	15.880862591696648
339	20	7	forged	5.25e-06	15.912486651966159
340	20	8	the	0.0537	2.487706572054055
341	20	9	painting	3.98e-05	11.506288059647954
342	20	10	with	0.00708	6.367667031711702
343	20	11	a	0.0229	3.4176576824478007
344	20	12	brush	1.7e-05	4.432513379023337
345	20	13	a	0.0229	9.417591752291969
346	20	14	short	0.000214	9.97514643393356
347	20	15	while	0.000724	3.3201525856045495
348	20	16	ago	0.000263	0.5082054859724308
349	20	17	.	0.0	10.255308001841062
350	21	0	She	0.00182	0.0
351	21	1	knows	0.000117	8.836239318926532
352	21	2	that	0.0102	2.558912294873877
353	21	3	with	0.00708	8.191221960278678
354	21	4	skill	2.63e-05	12.629627205065777
355	21	5	the	0.0537	8.548471547270864
356	21	6	collector	8.13e-06	16.134449438918093
357	21	7	forged	5.25e-06	18.553829658518346
358	21	8	the	0.0537	2.737017992498705
359	21	9	painting	3.98e-05	10.658123028605523
360	21	10	with	0.00708	5.967299432927446
361	21	11	a	0.0229	3.038140382044983
362	21	12	brush	1.7e-05	4.321619305978778
363	21	13	a	0.0229	9.532515344210939
364	21	14	short	0.000214	9.787250863471545
365	21	15	while	0.000724	3.4699489039490055
366	21	16	ago	0.000263	0.7660110363363926
367	21	17	.	0.0	10.54863253591071
368	22	0	She	0.00182	0.0
369	22	1	knows	0.000117	8.836239318926532
370	22	2	what	0.0024	3.6254992111082673
371	22	3	with	0.00708	15.67441702297315
372	22	4	skill	2.63e-05	14.830600367438809
373	22	5	the	0.0537	6.967526760280138
374	22	6	collector	8.13e-06	15.880862591696648
375	22	7	forged	5.25e-06	15.912486651966159
376	22	8	with	0.00708	7.771378126115688
377	22	9	a	0.0229	4.7666992291749235
378	22	10	brush	1.7e-05	7.871267066764643
379	22	11	a	0.0229	5.124010262673166
380	22	12	short	0.000214	12.540139051476078
381	22	13	while	0.000724	5.1561287740120045
382	22	14	ago	0.000263	0.48750256809160813
383	22	15	.	0.0	10.209059452840492
384	23	0	She	0.00182	0.0
385	23	1	knows	0.000117	8.836239318926532
386	23	2	that	0.0102	2.558912294873877
387	23	3	with	0.00708	8.191221960278678
388	23	4	skill	2.63e-05	12.629627205065777
389	23	5	the	0.0537	8.548471547270864
390	23	6	collector	8.13e-06	16.134449438918093
391	23	7	forged	5.25e-06	18.553829658518346
392	23	8	with	0.00708	8.953288124820226
393	23	9	a	0.0229	4.2727440576974915
394	23	10	brush	1.7e-05	8.775037446601168
395	23	11	a	0.0229	4.402903015381629
396	23	12	short	0.000214	12.068284012808338
397	23	13	while	0.000724	6.327305877556466
398	23	14	ago	0.000263	0.6265074014511514
399	23	15	.	0.0	10.518623171632763
400	24	0	We	0.00347	0.0
401	24	1	all	0.00331	8.03300502533965
402	24	2	remember	0.00024	7.507024759745323
403	24	3	what	0.0024	4.493253814296291
404	24	4	illegally	7.41e-06	23.6244510485458
405	24	5	the	0.0537	10.335994740637759
406	24	6	convict	3.63e-06	16.083857631277176
407	24	7	brought	0.000145	10.170339775725049
408	24	8	a	0.0229	5.908206465091836
409	24	9	gun	9.12e-05	4.193992085046362
410	24	10	into	0.00129	2.0598642268942537
411	24	11	the	0.0537	1.1218699240563947
412	24	12	prison	6.31e-05	2.732108619208339
413	24	13	two	0.00126	12.483733448293755
414	24	14	weeks	0.000155	2.690635506168306
415	24	15	ago	0.000263	0.3065483500570227
416	24	16	.	0.0	9.804015704706663
417	25	0	We	0.00347	0.0
418	25	1	all	0.00331	8.03300502533965
419	25	2	remember	0.00024	7.507024759745323
420	25	3	that	0.0102	3.3012949093783712
421	25	4	illegally	7.41e-06	20.14919770338749
422	25	5	the	0.0537	9.14152766888031
423	25	6	convict	3.63e-06	14.869988152794434
424	25	7	brought	0.000145	11.347412871045966
425	25	8	a	0.0229	3.7780331264969598
426	25	9	gun	9.12e-05	4.096102896359679
427	25	10	into	0.00129	2.1752503933967926
428	25	11	the	0.0537	0.725352267577913
429	25	12	prison	6.31e-05	1.7099900148715734
430	25	13	two	0.00126	13.153434163577915
431	25	14	weeks	0.000155	2.836155495041112
432	25	15	ago	0.000263	0.4998702725481266
433	25	16	.	0.0	10.479503606749631
434	26	0	We	0.00347	0.0
435	26	1	all	0.00331	8.03300502533965
436	26	2	remember	0.00024	7.507024759745323
437	26	3	what	0.0024	4.493253814296291
438	26	4	illegally	7.41e-06	23.6244510485458
439	26	5	the	0.0537	10.335994740637759
440	26	6	convict	3.63e-06	16.083857631277176
441	26	7	brought	0.000145	10.170339775725049
442	26	8	into	0.00129	3.4447194023697953
443	26	9	the	0.0537	1.025249071852872
444	26	10	prison	6.31e-05	4.441391743857619
445	26	11	two	0.00126	10.558268276841037
446	26	12	weeks	0.000155	4.887886182778371
447	26	13	ago	0.000263	0.36439102565246034
448	26	14	.	0.0	9.376245966749483
449	27	0	We	0.00347	0.0
450	27	1	all	0.00331	8.03300502533965
451	27	2	remember	0.00024	7.507024759745323
452	27	3	that	0.0102	3.3012949093783712
453	27	4	illegally	7.41e-06	20.14919770338749
454	27	5	the	0.0537	9.14152766888031
455	27	6	convict	3.63e-06	14.869988152794434
456	27	7	brought	0.000145	11.347412871045966
457	27	8	into	0.00129	4.280551223438634
458	27	9	the	0.0537	1.1646690052745152
459	27	10	prison	6.31e-05	5.259812643227533
460	27	11	two	0.00126	5.540156182205083
461	27	12	weeks	0.000155	10.806886023074627
462	27	13	ago	0.000263	0.905139134483472
463	27	14	.	0.0	11.248048820056813
464	28	0	My	0.00372	0.0
465	28	1	friend	0.000234	7.371572593879643
466	28	2	reported	0.0001	13.236319871882426
467	28	3	what	0.0024	8.993151935115199
468	28	4	illegally	7.41e-06	25.252614106755015
469	28	5	the	0.0537	6.203065656259509
470	28	6	company	0.000398	6.9680587319182345
471	28	7	sold	9.33e-05	7.594726979685443
472	28	8	multiple	8.32e-05	14.148412306689893
473	28	9	assets	3.63e-05	9.056625334514859
474	28	10	to	0.0269	2.6658624528235717
475	28	11	stock	8.51e-05	11.847950712754479
476	28	12	holders	1.05e-05	4.735804793994543
477	28	13	last	0.000724	10.127896675420539
478	28	14	quarter	5.25e-05	6.176033021291545
479	28	15	.	0.0	9.104159698370733
480	29	0	My	0.00372	0.0
481	29	1	friend	0.000234	7.371572593879643
482	29	2	reported	0.0001	13.236319871882426
483	29	3	that	0.0102	1.382497111312497
484	29	4	illegally	7.41e-06	23.18943310693381
485	29	5	the	0.0537	8.224469689367075
486	29	6	company	0.000398	6.420927184090582
487	29	7	sold	9.33e-05	6.805154942892104
488	29	8	multiple	8.32e-05	12.492776621600976
489	29	9	assets	3.63e-05	9.448302532651253
490	29	10	to	0.0269	2.1910453472374387
491	29	11	stock	8.51e-05	11.91070923117683
492	29	12	holders	1.05e-05	4.491293870954646
493	29	13	last	0.000724	11.22802278357803
494	29	14	quarter	5.25e-05	6.6774760051219255
495	29	15	.	0.0	9.737603303438126
496	30	0	My	0.00372	0.0
497	30	1	friend	0.000234	7.371572593879643
498	30	2	reported	0.0001	13.236319871882426
499	30	3	what	0.0024	8.993151935115199
500	30	4	illegally	7.41e-06	25.252614106755015
501	30	5	the	0.0537	6.203065656259509
502	30	6	company	0.000398	6.9680587319182345
503	30	7	sold	9.33e-05	7.594726979685443
504	30	8	to	0.0269	3.8971992986598365
505	30	9	stock	8.51e-05	14.65315248052037
506	30	10	holders	1.05e-05	4.79280294913313
507	30	11	last	0.000724	9.310346614691664
508	30	12	quarter	5.25e-05	4.13455319625921
509	30	13	.	0.0	8.772840340900249
510	31	0	My	0.00372	0.0
511	31	1	friend	0.000234	7.371572593879643
512	31	2	reported	0.0001	13.236319871882426
513	31	3	that	0.0102	1.382497111312497
514	31	4	illegally	7.41e-06	23.18943310693381
515	31	5	the	0.0537	8.224469689367075
516	31	6	company	0.000398	6.420927184090582
517	31	7	sold	9.33e-05	6.805154942892104
518	31	8	to	0.0269	5.083591384846796
519	31	9	stock	8.51e-05	13.207897235485763
520	31	10	holders	1.05e-05	5.085554087923785
521	31	11	last	0.000724	11.54939433122489
522	31	12	quarter	5.25e-05	7.5260687428745285
523	31	13	.	0.0	8.7996955339644
524	32	0	I	0.0123	0.0
525	32	1	do	0.00224	6.988456395179263
526	32	2	not	0.0049	1.962723185217129
527	32	3	know	0.00126	2.8149261684891287
528	32	4	what	0.0024	3.0238767876363384
529	32	5	with	0.00708	13.272862804763799
530	32	6	malice	2.19e-06	15.74552422033591
531	32	7	her	0.002	13.430170808446078
532	32	8	rival	1.51e-05	11.861962928391641
533	32	9	derailed	1.29e-06	21.41273904079431
534	32	10	the	0.0537	3.0101977235623356
535	32	11	performance	0.000145	11.588704963605995
536	32	12	with	0.00708	6.56738967055739
537	32	13	a	0.0229	3.5851987812354
538	32	14	cruel	1.32e-05	10.122874571031012
539	32	15	plan	0.000195	9.268145071839891
540	32	16	last	0.000724	13.041728822920314
541	32	17	week	0.000363	3.263932882143005
542	32	18	.	0.0	9.774493044912553
543	33	0	I	0.0123	0.0
544	33	1	do	0.00224	6.988456395179263
545	33	2	not	0.0049	1.962723185217129
546	33	3	know	0.00126	2.8149261684891287
547	33	4	that	0.0102	5.3194695276851425
548	33	5	with	0.00708	10.73906955816495
549	33	6	malice	2.19e-06	12.39487526858991
550	33	7	her	0.002	12.529996196207255
551	33	8	rival	1.51e-05	12.802383888970539
552	33	9	derailed	1.29e-06	20.6736722365515
553	33	10	the	0.0537	2.2075581958817314
554	33	11	performance	0.000145	13.454050440736294
555	33	12	with	0.00708	7.394006485355741
556	33	13	a	0.0229	3.023761476908943
557	33	14	cruel	1.32e-05	9.691777223965758
558	33	15	plan	0.000195	9.933638620053934
559	33	16	last	0.000724	13.076204565289887
560	33	17	week	0.000363	3.071283390104224
561	33	18	.	0.0	10.119385322588982
562	34	0	I	0.0123	0.0
563	34	1	do	0.00224	6.988456395179263
564	34	2	not	0.0049	1.962723185217129
565	34	3	know	0.00126	2.8149261684891287
566	34	4	what	0.0024	3.0238767876363384
567	34	5	with	0.00708	13.272862804763799
568	34	6	malice	2.19e-06	15.74552422033591
569	34	7	her	0.002	13.430170808446078
570	34	8	rival	1.51e-05	11.861962928391641
571	34	9	derailed	1.29e-06	21.41273904079431
572	34	10	with	0.00708	8.717516852481566
573	34	11	a	0.0229	4.005411682287779
574	34	12	cruel	1.32e-05	9.06805187147676
575	34	13	plan	0.000195	8.000755545609303
576	34	14	last	0.000724	13.263452831502535
577	34	15	week	0.000363	3.3137181310971435
578	34	16	.	0.0	9.579962695643893
579	35	0	I	0.0123	0.0
580	35	1	do	0.00224	6.988456395179263
581	35	2	not	0.0049	1.962723185217129
582	35	3	know	0.00126	2.8149261684891287
583	35	4	that	0.0102	5.3194695276851425
584	35	5	with	0.00708	10.73906955816495
585	35	6	malice	2.19e-06	12.39487526858991
586	35	7	her	0.002	12.529996196207255
587	35	8	rival	1.51e-05	12.802383888970539
588	35	9	derailed	1.29e-06	20.6736722365515
589	35	10	with	0.00708	10.45728927434697
590	35	11	a	0.0229	3.3390484438236285
591	35	12	cruel	1.32e-05	10.75970287995355
592	35	13	plan	0.000195	8.000541072878441
593	35	14	last	0.000724	13.767377065251866
594	35	15	week	0.000363	3.119184972127744
595	35	16	.	0.0	9.500772942277504
596	36	0	She	0.00182	0.0
597	36	1	can	0.00288	7.476907109400074
598	36	2	guess	0.000148	13.04684599241553
599	36	3	what	0.0024	2.5956292899258693
600	36	4	with	0.00708	13.72581368244337
601	36	5	much	0.001	10.278716470710004
602	36	6	fanfare	1.58e-06	12.917843549941427
603	36	7	the	0.0537	5.953225853913064
604	36	8	movie	0.000145	9.241336983451195
605	36	9	star	0.000155	7.167801751224525
606	36	10	received	0.000145	12.262039519746608
607	36	11	a	0.0229	5.011967900685457
608	36	12	prize	3.89e-05	6.701599519255181
609	36	13	for	0.0102	1.7028385475669987
610	36	14	her	0.002	4.235487253187697
611	36	15	hard	0.000339	9.764746524461593
612	36	16	work	0.000912	0.14801797440872788
613	36	17	during	0.000525	8.02339916921122
614	36	18	the	0.0537	0.6787590362216982
615	36	19	award	7.59e-05	4.6845112511550395
616	36	20	ceremony	2.63e-05	0.7669173838815718
617	36	21	.	0.0	10.116674591595721
618	37	0	She	0.00182	0.0
619	37	1	can	0.00288	7.476907109400074
620	37	2	guess	0.000148	13.04684599241553
621	37	3	that	0.0102	3.293570696694042
622	37	4	with	0.00708	9.378009306393267
623	37	5	much	0.001	9.913779043649857
624	37	6	fanfare	1.58e-06	11.055998853230056
625	37	7	the	0.0537	4.4875025680916085
626	37	8	movie	0.000145	9.321263083779497
627	37	9	star	0.000155	7.603778191823996
628	37	10	received	0.000145	11.674302571016867
629	37	11	a	0.0229	2.2800236378712158
630	37	12	prize	3.89e-05	7.796788529989775
631	37	13	for	0.0102	1.9072215711868845
632	37	14	her	0.002	2.8975013812521873
633	37	15	hard	0.000339	9.578410630073552
634	37	16	work	0.000912	0.07973638380009243
635	37	17	during	0.000525	8.122793203506399
636	37	18	the	0.0537	0.6829179758423074
